Player,Pos,Squad,Comp,Age,MP,pca_pass_x,pca_pass_y,pass cluster,pca_chances_x,pca_chances_y,chances cluster,pca_misc_x,pca_misc_y,misc cluster
Mbaye Diagne,FW,West Brom,eng Premier League,28,16,-44.538159605339935,36.40453666908013,1,11.612632889345322,0.5859993725987772,0,-156.1340931779259,-38.80453881162798,0
Mehdi Abeid,MF,Nantes,fr Ligue 1,27,18,10.856493317804427,-7.273123057422796,2,-24.40417436811407,0.7424520982554585,1,62.99848764456107,-17.245302132871867,2
Mehdi Bourabia,MF,Sassuolo,it Serie A,28,15,36.6452205044321,0.05655252038082622,3,8.884595395075184,-0.531605939724942,0,-8.781557144864216,-19.73723967901435,2
Mehdi Chahiri,"FW,MF",Strasbourg,fr Ligue 1,24,23,-18.01290513190047,14.622678963175145,1,8.920308098289418,0.7831367532762116,0,-14.578668988965344,-12.179153920355008,2
Mehdi Léris,"DF,MF",Sampdoria,it Serie A,22,20,15.654589240596264,7.831610184104774,2,25.582365415515397,0.31363384963301233,0,152.21718484189756,26.186654893515843,1
Mehdi Zerkane,"MF,FW",Bordeaux,fr Ligue 1,21,27,6.34484823695752,5.329138271065667,2,22.291096999271033,0.09534797074069848,0,73.55756468625283,-1.5845724408587152,2
Mehmet-Can Aydin,DF,Schalke 04,de Bundesliga,18,6,-23.414929444869312,-7.152885114820823,0,-24.443291527076482,-0.7851013618253077,1,-88.30806400662921,8.351850469663495,0
Melayro Bogarde,"DF,MF",Hoffenheim,de Bundesliga,18,9,20.82388907255954,-8.092795217539637,2,25.59661197518323,0.29900523133054047,0,55.50704453394791,5.425196131809268,2
Melvin Bard,DF,Lyon,fr Ligue 1,19,14,52.00580402566692,-0.8283111923427495,3,25.562602738839523,-0.7502429472569784,0,147.22010544575724,3.2408913699505315,1
Memphis Depay,FW,Lyon,fr Ligue 1,26,37,-3.280341980570236,25.12053998501556,1,19.791144184201794,3.693400544398607,0,-7.860440803009113,-9.117917143952969,2
Mërgim Vojvoda,DF,Torino,it Serie A,25,24,8.837233478245194,-7.769488980807052,2,25.554272488763676,-1.5247143993500925,0,-28.451698660972667,-7.930800274357201,2
Merih Demiral,DF,Juventus,it Serie A,22,15,37.74006376365586,-7.511520408036227,3,4.15492531680114,-1.3358918060600118,0,12.991981480568429,-50.85341537388653,2
Mert Müldür,DF,Sassuolo,it Serie A,21,28,16.445892703570003,-2.103706532251432,2,-17.727089412979222,-0.27112775748060597,1,8.313335555307882,-2.4233795736581523,2
Mexer,DF,Bordeaux,fr Ligue 1,31,9,24.346605683427953,-12.060785763925097,2,-24.44962484458338,-1.1097547045426683,1,43.51809534954609,-30.459715985378253,2
Michael Gregoritsch,"FW,MF",Augsburg,de Bundesliga,26,24,-27.64461240871557,22.946655178061402,1,-1.3077453965935217,0.07603778699260476,0,-92.40370191451258,-23.110406362796482,0
Michael Hector,DF,Fulham,eng Premier League,28,4,27.929407954666733,-8.857913149852376,2,-24.440997360047746,-0.7483183307164651,1,80.47077569432997,-40.58438768897007,2
